Date,City,Cause of Death
10/29/2004,Cabbage Beach -  Nassau -  The Bahamas,Drowning
11/23/2004,Paradise Island -  Nassau -  The Bahamas,Maritime Accident
01/09/2005,Greenwood Resort -  Cat Island -  The Bahamas,Other Accident
02/09/2005,Freeport -  The Bahamas,Suicide
03/03/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Drowning
03/03/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Drowning
03/25/2005,Gun Cay -  Bimini -  The Bahamas,Drowning
05/30/2005,Nassau -  The Bahamas,Other Accident
06/05/2005,Nassau Yacht Haven -  Nassau -  The Bahamas,Other Accident
06/09/2005,Andros -  The Bahamas,Drowning
06/22/2005,Freeport -  The Bahamas,Drowning
07/05/2005,Freeport -  The Bahamas,Drowning
07/11/2005,Nassau -  The Bahamas,Veh. Accident-Pedestrian
08/18/2005,West Bay Street -  Nassau -  The Bahamas,Veh. Accident-Auto
08/23/2005,Freeport -  Grand Bahamas -  The Bahamas,Homicide
09/08/2005,Norman's Cay -  Exuma -  The Bahamas,Air Accident
02/20/2006,San Salvador -  The Bahamas,Other Accident
03/24/2006,Freeport -  The Bahamas,Veh. Accident-Auto
03/25/2006,Freeport -  The Bahamas,Veh. Accident-Auto
05/03/2006,Nassau -  The Bahamas,Other Accident
05/28/2006,Freeport -  Grand Bahamas -  The Bahamas,Drowning
06/29/2006,Nassau -  The Bahamas,Other Accident
07/17/2006,Abaco -  Hope Town -  The Bahamas,Suicide
08/19/2006,Providenciales -  The Bahamas,Suicide
10/05/2006,Freeport -  Grand Bahamas -  The Bahamas,Drowning
03/05/2007,Freeport -  Grand Bahamas -  The Bahamas,Drowning
03/12/2007,Morgans Bluff -  Andros -  The Bahamas,Veh. Accident-Auto
04/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Air Accident
04/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Air Accident
04/10/2007,Fortune Bay -  Lucaya -  Freeport -  The Bahamas,Drowning - Ocean
05/06/2007,Treasue Cay -  Abaco -  The Bahamas,Maritime Accident
07/15/2007,Paradise Island -  Nassau,Other Accident
07/22/2007,Marsh Harbour Clinic -  Abaco,Drowning
08/19/2007,Winding Bay -  Marsh Harbour -  Abaco,Other Accident
11/03/2007,Freeport -  The Bahamas,Veh. Accid-Auto
11/04/2007,Freeport,Veh. Accid-Auto
11/04/2007,Nassau -  The Bahamas,Veh. Accid-Motorcy.
11/20/2007,Waters Off South Ocean -  Nassau -  The Bahamas,Drowning-Ocean
01/14/2008,Freeport -  The Bahamas,Drowning
02/18/2008,Nassau -  The Bahamas,Veh. Accid-Motorcy.
03/24/2008,The Bahamas,Air Accident
03/24/2008,The Bahamas,Air Accident
06/27/2008,Nassau -  The Bahamas,Suicide
07/28/2008,Fowl Cay - abaco,Drowning
08/08/2008,Alice Town - bimini,Drowning
10/27/2008,Nassau -  The Bahamas,Drowning
12/27/2008,Freeport -  The Bahamas,Veh. Accid-Auto
04/10/2009,Harbour Isl -  Eleuthera,Veh. Accid-Other
05/20/2009,Governors Harbour -  Eleuthera,Drowning
06/03/2009,Stuart's Cove -  Nassau,Drowning
06/07/2009,Rainbow Beach -  Eleuthera,Drowning
06/07/2009,Rainbow Beach -  Eleuthera,Drowning
06/10/2009,San Salvador,Drowning
08/07/2009,Nassau -  The Bahamas,Homicide
08/12/2009,Abaco -  The Bahamas,Drowning
11/11/2009,Nassau -  The Bahamas,Other Accident
12/12/2009,Chubb Cay - Berry Island -  The Bahamas,Air Accident
12/17/2009,Inagua -  The Bahamas,Air Accident
12/17/2009,Inagua -  The Bahamas,Air Accident
12/24/2009,,Air Accident
01/17/2010,Bimini -  The Bahamas,Air Accident
01/17/2010,Bimini -  The Bahamas,Air Accident
01/17/2010,Bimini -  The Bahamas,Air Accident
01/26/2010,The Bahamas,Veh. Accid-Motorcy.
03/17/2010,Nassau -  The Bahamas,Drowning
04/03/2010,Providenciales -  The Bahamas,Drowning
04/17/2010,Fresh Creek - Andros -  The Bahamas,Drowning
04/24/2010,Abaco -  The Bahamas,Drowning
04/30/2010,Freeport -  The Bahamas,Drowning
05/05/2010,Freeport -  The Bahamas,Drowning
05/09/2010,Nassau -  The Bahamas,Drowning
06/10/2010,Nassau -  The Bahamas,Drowning
07/28/2010,Guana Cay -  Abaco -  The Bahamas,Drowning
08/16/2010,Princess Cays -  Eleuthera -  The Bahamas,Drowning
12/14/2010,The Bahamas,Air Accident
12/24/2010,Half Moon Cay -  Eleuthera -  The Bahamas,Drowning
12/29/2010,Nassau -  The Bahamas,Drowning
04/04/2011,Freeport -  The Bahamas,Drowning
05/01/2011,Nassau -  The Bahamas,Drowning
05/06/2011,Nassau -  The Bahamas,Maritime Accident
06/07/2011,Nassau -  The Bahamas,Drowning
06/16/2011,The Bahamas,Maritime Accident
08/17/2011,Providenciales -  The Bahamas,Drowning
11/07/2011,Abaco -  The Bahamas,Drowning
12/07/2011,Providenciales -  The Bahamas,Drowning
12/18/2011,Abaco -  The Bahamas,Veh. Accid-Auto
12/28/2011,Windermere Island -  Eleuthera -  The Bahamas,Suicide
01/09/2012,Freeport -  The Bahamas,Homicide
01/28/2012,Nassau  -  The Bahamas,Other Accident
02/13/2012,Exuma Cays -  Exuma -  The Bahamas,Drowning
03/24/2012,Providenciales -  Turks & Caicos,Maritime Accident
03/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
03/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
03/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
03/25/2012,Treasure Cay -  Abaco -  The Bahamas,Air Accident
04/07/2012,Providenciales -  Turks & Caicos,Drowning
05/15/2012,Freeport -  The Bahamas,Drowning
06/17/2012,Freeport -  The Bahamas,Drowning
06/21/2012,Nassau  -  The Bahamas,Drowning
07/05/2012,Grand Cay -  Abaco -  The Bahamas,Drowning
07/08/2012,Bimini -  The Bahamas,Suicide
09/08/2012,Exuma -  The Bahamas,Drowning
09/17/2012,Freeport -  The Bahamas,Suicide
01/31/2013,Nassau -  Bahamas,Other Accident
02/04/2013,Eleuthera -  Bahamas,Veh. Accid-Auto
02/28/2013,Nassau -  Bahamas,Other Accident
03/09/2013,Nassau -  Bahamas,Drowning
04/20/2013,Eleuthera -  Bahamas,Drowning
05/12/2013,Nassau -  Bahamas,Homicide
05/15/2013,Freeport -  Bahamas,Drowning
06/17/2013,Bimini -  Bahamas,Suicide
06/23/2013,Nassau -  The Bahamas,Drowning
07/11/2013,Abaco -  The Bahamas,Drowning
11/06/2013,Paradise Island -  Nassau -  The Bahamas,Drowning
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/10/2013,Freeport -  The Bahamas,Air Accident
11/17/2013,Long Island -  The Bahamas,Drowning
11/20/2013,Gregory Town -  Eleuthera -  The Bahamas,Veh. Accid- Auto
01/20/2014,Cowpen Rd. Nassau,Homicide
01/24/2014,Freeport,Homicide
02/25/2014,San Salvador,Drowning
03/01/2014,Nassau,Drowning
03/05/2014,Nassau,Drowning
03/14/2014,Bimini,Homicide
03/16/2014,Nassau,Homicide
03/19/2014,Nassau,Drowning
04/04/2014,Georgetown - Exuma,Drowning
04/28/2014,Grace Bay - Providenciales,Drowning
05/11/2014,Abaco,Drowning
05/26/2014,Turtle Rock - South Bimini,Maritime Accident
06/09/2014,Abaco,Drowning
08/01/2014,Eleuthera,Drowning
08/10/2014,Nassau,Homicide
08/18/2014,Freeport -  Grand Bahama,Air Accident
08/18/2014,Freeport -  Grand Bahama,Air Accident
08/18/2014,Freeport -  Grand Bahama,Air Accident
09/27/2014,Freeport,Drowning
10/24/2014,Eleuthera,Air Accident
11/09/2014,Freeport -  Grand Bahama,Air Accident
11/09/2014,Freeport - Grand Bahama,Air Accident
12/02/2014,Nassau,Air Accident
12/10/2014,Paradise Island,Drowning
12/15/2014,West End  - Grand Bahama,Drowning
01/12/2015,Providenciales,Drowning
01/31/2015,Hawksbill -  Grand Bahama,Homicide
02/02/2015,Providenciales,Drowning
02/23/2015,Nassau,Homicide
02/26/2015,Castaway Cay -  Abaco,Drowning
03/21/2015,Exuma,Other Accident
05/09/2015,Freeport,Drowning
06/08/2015,Providenciales,Drowning
07/09/2015,Abaco,Drowning
07/15/2015,Autec Base -  Andros,Maritime Accident
07/26/2015,Providenciales -  Turks and Caicos Islands,Other Accident
07/29/2015,Abaco,Drowning
10/03/2015,Providenciales -  Turks and Caicos Islands,Suicide
11/01/2015,Nassau,Drowning
12/25/2015,Nassau,Suicide
02/26/2016,Freeport,Drowning
02/27/2016,Bimini,Drowning
03/19/2016,Nassau,Drowning
04/02/2016,Nassau,Drowning
05/13/2016,Bimini,Drowning
07/28/2016,Nassau -  New Providence,Drowning
08/03/2016,Harbour Island -  Eleuthera,Drowning
08/21/2016,Castaway Cay -  Abaco,Drowning
09/20/2016,Little Exuma -  Exuma,Drowning
09/21/2016,Alice Town -  Bimini,Drowning
01/03/2017,Nassau,Drowning
01/16/2017,Abaco,Drowning
02/10/2017,Middle Caicos,Other Accident
03/02/2017,Bimini,Drowning
03/28/2017,Grand Turk,Drowning
03/30/2017,New Providence,Drowning
05/18/2017,Providenciales,Drowning
06/12/2017,Providenciales,Drowning
06/13/2017,Abaco,Drowning
06/20/2017,Nassau,Drowning
07/30/2017,Lower Bogue -  Eleuthera,Other Accident
08/01/2017,Nassau -  New Providence,Drowning
09/01/2017,Marsh Harbour -  Abaco,Drowning
10/01/2017,North Cat Island -  Cat Island,Homicide
10/22/2017,Castaway Cay -  Abaco,Drowning
01/19/2018,At sea,Homicide
03/03/2018,Marsh Harbour -  Central Abaco,Drowning
04/14/2018,Nassau -  Paradise Island,Veh. Accid-Auto
05/06/2018,Simms -  Long Island,Undetermined/Unknown
06/03/2018,Nassau -  New Providence,Drowning
06/16/2018,Nassau -  New Providence,Homicide
06/24/2018,Alice Town -  Bimini,Drowning
06/30/2018,Georgetown -  Exuma,Maritime Accident
03/06/2003,Shaikh Salman Highway In Isa Town -  Bahrain,Veh. Accident-Bus
04/13/2004,Manama -  Bahrain,Suicide
12/26/2008,Salmaniya -  Bahrain,Veh. Accid-Other
02/28/2009,Manama -  Bahrain,Veh. Accid-Pedestr.
10/24/2011,King Fahd Bridge -  Bahrain,Veh. Accid-Auto
09/10/2013,Manama -  Bahrain,Drowning
07/03/2014,Hidd,Other Accident
10/24/2015,Manama,Veh. Accid-Motorcy.
06/01/2017,Riffa,Other Accident
02/13/2003,Upazila-matlab -  Dist- Chandpur -  Bangladesh,Drowning
04/13/2008,Dhaka -  Bangladesh,Homicide
11/06/2008,Comilla -  Bangladesh,Other Accident
11/09/2009,Moghbazar - Dhaka -  Bangladesh,Suicide
04/11/2010,Dhaka -  Bangladesh,Veh. Accid-Auto
06/08/2010,Noakhali -  Bangladesh,Drowning
02/16/2011,Dinajpur -  Bangladesh,Veh. Accid-Motorcy.
08/31/2011,Pabna -  Bangladesh,Drowning
04/21/2013,Dhaka -  Bangladesh,Suicide
03/19/2014,Rangamati,Drowning
01/04/2015,Dhaka,Veh. Accident-Auto
02/26/2015,Dhaka,Veh. Accident-Auto
06/18/2015,Dhaka ,Other Accident
08/31/2015,Dhaka,Veh. Accid-Motorcy.
04/21/2016,Dhaka,Veh. Accid-Motorcy.
07/01/2016,Dhaka,Terrorist Action
08/02/2016,Comilla,Drowning
03/08/2017,Narayanganj ,Other Accident
02/21/2018,Dhaka -  Dhaka,Drowning
10/27/2002,St. John's -  Antigua,Veh. Accident-Auto
11/18/2002,Tortola -  British Virgin Islands,Drowning
12/24/2002,Police Marine Base -  Road Reef Marina -  Tortola -  British Virgin Islands,Drowning
11/17/2003,Cooper Island Beach Club -  Tortola -  British Virgin Islands,Drowning
01/22/2004,St. Kitts And Nevis,Homicide
01/22/2004,St. Kitts And Nevis,Homicide
02/20/2004,St. Kitts And Nevis,Other Accident
02/21/2004,St. Lucia,Drug-Related
06/02/2004,Virgin Gorda -  British Virgin Islands,Other Accident
06/11/2004,Tortola -  British Virgin Islands,Veh. Accident-Auto
11/09/2004,St. Michael -  Barbados,Drowning
01/19/2005,Road Town -  Tortola -  British Virgin Islands,Other Accident
03/25/2005,Prospect -  St. James -  Barbados,Veh. Accident-Auto
04/23/2005,Accra Beach -  Christ Church -  Barbados,Drowning
10/24/2006,Barbados -  British Virgin Islands,Suicide
01/10/2007,Stoney Ground -  Barbados,Drowning
02/22/2007,Anguilla -  Barbados,Drowning
04/04/2007,Blefton Beach -  St Michael -  Barbados,Drowning - Ocean
06/07/2007,Barbados -  British Virgin Islands,Vehicle Acid.-Auto
01/02/2008,Gallion Bay -  Barbados,Drowning
04/10/2008,Stoney Ground -  Barbados,Drowning
04/24/2008,Barbados -  British Virgin Islands,Drowning
06/22/2008,West Farm -  Barbados,Veh. Accident-other
07/27/2008,Barbados,Drowning
03/12/2009,The Valley -  Barbados,Veh. Accid-Other
08/04/2009,St. James -  Barbados,Veh. Accid-Auto
09/02/2009,Grand Case -  Barbados,Suicide
09/21/2009,Vieux Fort -  Barbados,Suicide
11/28/2009,St. John's -  Barbados,Homicide
01/19/2010,St. Paul's -  Barbados,Homicide
02/06/2010,Tortola -  Barbados,Drowning
02/23/2010,Tortola -  Barbados,Other Accident
03/05/2010,St. John's -  Barbados,Drowning
04/06/2010,Portsmouth -  Barbados,Drowning
04/10/2010,St. Philip -  Barbados,Drowning
07/20/2010,St. Michael -  Barbados,Drowning
09/03/2010,St. Michael -  Barbados,Other Accident
11/11/2010,St. Michael -  Barbados,Drowning
12/02/2010,Cooper Island -  Barbados,Drowning
12/20/2010,Barbados,Drug-Related
07/18/2011,La Plaine -  Barbados,Drowning
08/16/2011,Bridgetown -  Barbados,Maritime Accident
01/06/2012,Virgin Gorda -  Barbados,Drowning
02/26/2012,Stoney Ground -  Anguilla,Vehicle Accident - Auto
03/09/2012,Jost Van Dyke -  British Virgin Islands,Drowning
05/12/2012,Christ Church -  Barbados,Suicide
07/20/2012,Babbs -  St.Lucy -  Barbados,Suicide
08/31/2013,St. George -  Barbados,Drowning
01/22/2014,Basseterre,Drowning
02/04/2014,Pointe Milou,Suicide
02/12/2014,Tobago Cays,Drowning
04/24/2014,St. James,Drowning
05/14/2014,St. Vincent,Veh. Accid-Other
08/07/2014,Crocus Bay,Drowning
10/08/2014,St. John,Veh. Accid-Auto
12/11/2014, Castries,Maritime Accident
01/15/2015,Salt Island,Drowning
01/24/2015,Cow Mouth Point (Channel) -  Virgin Gorda,Maritime Accident
02/15/2015,Salt Island,Drowning
03/26/2015,St. John,Other Accident
09/25/2015,St. Thomas,Homicide
09/26/2015,St. Philip,Veh. Accid-Auto
11/14/2015,St. Michael,Drowning
12/06/2015,Tortola,Veh. Accid-Bus
12/06/2015,Tortola,Veh. Accid-Bus
12/14/2015,Picard - Portsmouth,Homicide
12/15/2015,Nevis,Drowning
02/07/2016,St. John,Other Accident
01/07/2017,Tortola,Drowning
01/29/2017,Christ Church,Veh. Accid-Auto
02/11/2017,Bequia,Drowning
04/13/2017,Tortola,Suicide
04/19/2017,Willikies,Drowning
10/19/2017,Bridgetown -  St. Michael,Other Accident
03/17/2016,Baranovich,Homicide
06/12/2017,Minsk,Other Accident
06/15/2003,Brussels -  Belgium,Homicide
06/13/2004,Brussels -  Belgium,Veh. Accident-Auto
02/28/2005,Brugge -  Belgium,Other Accident
12/03/2007,Vilvoorde -  Belgium,Other Accident
04/01/2009,Chaussee De Lessines -  Soignies -  Belgium,Other Accident
03/04/2010,Sint-Lambrechts-Woluwe -  Belgium,Veh. Accid-Bus
03/28/2010, Ixelles -  Belgium,Homicide
08/23/2010, Aalst -  Belgium,Suicide
02/11/2012,Zaventem -  Belgium,Suicide
08/17/2013,Halle -  Belgium,Suicide
10/03/2013,Begijnendijk -  Belgium,Other Accident
12/01/2013,Tournai -  Belgium,Suicide
03/21/2015,Brussels,Suicide
05/10/2015,Uccle,Veh. Accid-Motorcy.
03/22/2016,Zaventem,Terrorist Action
03/22/2016,Zaventem,Terrorist Action
03/22/2016,Zaventem,Terrorist Action
03/22/2016,Zaventem,Terrorist Action
03/30/2016,Overpelt,Other Accident
09/28/2016,Saint-Gilles -  Brussels,Drug-Related
06/07/2017,Turnhout,Suicide
12/27/2002,Caribbean Sea -  Between English Caye And Turneffe Reef,Maritime Accident
01/20/2003,Between Mls 28 And 29 Western Highway -  Cayo District -  Belize,Veh. Accident-Auto
01/20/2003,Western Highway -  Belize District -  Belize,Veh. Accident-Auto
02/19/2003,San Pedro Town -  Ambergris Caye -  Belize,Drowning
04/10/2003,San Pedro Town -  Belize,Drowning
06/24/2003,Toledo District -  Belize,Suicide
10/22/2003,Belize City -  Belize,Drowning
11/27/2003,Placencia Village -  Belize,Drowning
02/15/2004,Corozal Town -  Belize,Veh. Accident-Auto
02/27/2004,Manatee Village -  Belize,Homicide
04/04/2004,Silk Caye -  Placencia Village -  Stann Creek District -  Belize,Drowning
07/25/2004,Margaret Village -  Cayo District -  Belize,Homicide
11/09/2004,South Water Caye -  Stann Creek Dist. -  Belize,Drowning
11/27/2004,Caye Caulker -  Belizean Waters -  Belize,Other Accident
01/29/2005,Corozal -  Belize,Veh. Accident-Auto
02/19/2005,San Pedro Town -  Belize,Drowning
03/11/2005,San Ignacio Town -  Cayo District -  Belize,Homicide
03/13/2005,San Pedro Ambergris Caye -  Belize,Drowning
06/07/2005,Caye Caulker Village -  Belize District -  Belize,Other Accident
08/20/2005,Belize City -  Belize,Homicide
09/14/2005,Dangriga Town -  Belize,Other Accident
11/13/2005,Indian Creek Village -  Belize,Homicide
11/18/2005,Mountain Pinde Ridge Area -  Belize,Air Accident
11/18/2005,Mountain Pine Ridge Area -  Belize,Air Accident
12/18/2005,San Pedro Town -  Belize,Homicide
02/06/2006,Alamina Drive -  Caye Caulker Village -  Belize,Drowning
02/09/2006,Ambergris Caye -  Belize,Maritime Accident
02/16/2006,San Pedro Town -  Belize,Other Accident
02/26/2006,San Pedro Town -  Belize,Drowning
06/09/2006,San Pedro Town -  Belize,Drowning
08/15/2006,San Ignacio  -  Cayo District -  Belize,Homicide
10/13/2006,San Pedro Town -  Belize,Suicide
01/16/2007,Belize City -  Belize -  Belize,Drowning
03/11/2007,San Ignacio Town -  Cayo District -  Belize,Suicide
07/07/2007,San Pedro Town,Drowning
07/16/2007,Teakettle Village -  Cayo District,Homicide
09/11/2007,Northern Highway -  Orange Walk Town,Veh. Accid-Auto
09/20/2007,Belmopan -  Belize ,Veh. Accid-Bus
07/05/2008,Cayo District -  Belize,Homicide
07/05/2008,Cayo District -  Belize,Homicide
08/04/2008,Caye -  Caulker -  Belize,Drowning
09/24/2008,Belize,Drowning
12/26/2008,San Pedro Town -  Belize,Maritime Accident
07/24/2009,Orange Walk Town -  Belize,Suicide
09/13/2009,Belize -  Belize,Veh. Accid-Auto
11/11/2009,Belize -  Belize,Homicide
12/01/2009,Mopan River - Cayo District -  Belize,Drowning
01/21/2010,Belmopan -  Belize,Homicide
01/29/2010,Belmopan -  Belize,Homicide
02/25/2010,Belmopan -  Belize,Veh. Accid-Motorcy.
02/26/2010,San Pedro Town -  Belize,Air Accident
02/26/2010,San Pedro Town -  Belize,Air Accident
02/26/2010,San Pedro Town -  Belize,Air Accident
02/26/2010,San Pedro Town -  Belize,Air Accident
03/01/2010,Caribbean Sea -  Belize,Drowning
03/10/2010,Belmopan -  Belize,Other Accident
09/07/2010,Belize,Suicide
12/20/2010,Dangriga Town -  Belize,Homicide
01/03/2011,South Water Caye -  Stann Creek -  Belize,Maritime Accident
01/18/2011,San Pedro Town -  Belize,Suicide
02/02/2011,Belize City -  Belize,Maritime Accident
03/05/2011,Belize City -  Belize,Veh. Accid-Auto
03/05/2011,Belize City -  Belize,Veh. Accid-Auto
04/27/2011,San Pedro Town -  Belize,Suicide
04/28/2011,Punta Gorda Town -  Belize,Suicide
08/09/2011,Dangriga -  Belize,Veh. Accid-Auto
09/13/2011,Dangriga -  Belize,Veh. Accid-Auto
10/27/2011,Belize City -  Belize,Drowning
11/10/2011,Belmopan -  Belize,Homicide
04/03/2012,San Pedro -  Belize,Drowning
05/23/2012,San Pedro -  Belize,Suicide
05/31/2012,Belize City -  Belize,Drowning
07/09/2012,Belize City -  Belize ,Maritime Accident
07/27/2012,Stann Creek -  Belize,Suicide
10/21/2012,San Pedro Town -  Belize,Drowning
10/23/2012,Belize City -  Belize,Homicide
10/24/2012,Belize City -  Belize,Homicide
11/11/2012,Belize City -  Belize,Homicide
11/25/2012,Ladyville -  Belize,Homicide
01/25/2013,Corozal -  Belize,Suicide
03/25/2013,Corozal -  Belize,Suicide
05/01/2013,Belize City - Belize,Drowning
05/18/2013,Corozal -  Belize,Veh. Accid-Motorcy.
07/02/2013,Belmopan City -  Belize,Veh. Accid-Auto
08/14/2013,Belize City -  Belize,Suicide
08/17/2013,Belize City -  Belize,Other Accident
09/28/2013,Belmopan City -  Cayo District -  Belize,Homicide
12/10/2013,Belize City -  Belize,Drowning
12/11/2013,Corozal -  Belize,Other Accident
03/26/2014,Corozal District,Homicide
05/27/2014,San Pedro,Suicide
06/26/2014,Belize City,Drowning
08/11/2014,Caye Caulker Village - Belize District,Drowning
02/17/2015,Belmopan City,Veh. Accid-Auto
03/10/2015,Half Moon Caye -  Belize District,Drowning
04/21/2015,Caye Caulker Village -  Belize,Drowning
05/04/2015,Placencia Village -  Stann Creek District,Drowning
05/15/2015,Cayo District,Homicide
06/26/2015,Belize City,Drowning
08/10/2015,San Pedro Town -  San Pedro,Drowning
08/11/2015,Corozal Town,Drowning
08/15/2015,Cayo District,Veh. Accid-Auto
09/07/2015,Corozal Town,Homicide
10/23/2015,San Pedro,Homicide
11/17/2015,Caye Caulker,Drowning
12/26/2015,San Pedro,Veh. Accid-Auto
01/07/2016,Belize City,Drowning
01/14/2016,Cayo,Homicide
02/01/2016,San Pedro,Drowning
02/14/2016,Belize City,Drowning
02/15/2016,Belize City,Homicide
02/27/2016,Dangriga,Drowning
03/14/2016,Punta Gorda,Other Accident
07/09/2016,San Pedro -  Belize,Drowning
12/24/2016,Dangriga -  Stann Creek,Drowning
03/01/2017,Belize,Drowning
03/08/2017,Dangriga,Drowning
03/14/2017,Stann Creek District,Drowning
04/02/2017,Stann Creek District,Veh. Accid-Auto
05/01/2017,Corozal District,Homicide
